date;AQI;PM2.5;PM10;NO2;SO2;CO;O3;temperature;humidity;wind_speed;precipitation;hospital_visits;emergency_visits;mobility_index;school_closures;public_transport_usage;mask_usage_rate;lockdown_status;industrial_activity;vehicle_count;construction_activity;respiratory_admissions;population_density;green_cover_percentage
29/01/2020;87.9872262;52.3528996;40.68888217;42.95224758;12.98191894;0.93564923;28.1449762;22.27651856;27.54195671;2.318070055;9.988377613;14;7;78.52983573;0;20.50095544;53.55189979;0;82.55318987;3319;76.5892349;14;4130.382314;48.22799901
30/01/2020;94.166125;60.51661518;68.25769459;33.20555015;24.74631587;1.165337981;22.31991582;31.45255499;74.93863428;12.97245646;6.396424686;8;6;63.64431867;0;46.06010311;83.15527501;0;138.4591033;1843;21.43695359;13;9558.202384;28.43415251
31/01/2020;87.96586776;22.6750897;47.32154082;39.87975971;22.15641908;0.7120803;36.76836007;25.7398444;33.87665479;14.39260215;4.146789478;24;5;68.00652895;0;64.26132477;87.46302803;0;94.62309264;2948;4.859499237;11;2603.809156;62.53770971
01/02/2020;137.0455637;50.12627381;71.50337305;37.60444141;14.12928814;0.500893007;16.06806675;20.60491557;22.01846233;8.504994776;8.744007194;11;3;74.7411149;0;5.617129513;71.70108421;1;53.86997886;7834;37.37904608;13;363.7771777;12.17329596
02/02/2020;99.73005551;66.80263069;90.04999392;44.89178351;19.37849531;1.167108887;37.76870671;29.58731077;83.753248;10.2340627;5.541792464;19;6;92.60214551;1;75.80298632;78.46625382;0;84.57398969;9404;20.28775121;11;6072.72647;63.59625702
03/02/2020;78.84578142;45.26558949;62.18502273;28.20223251;19.60623557;1.52320307;18.77041292;18.67906202;82.35637616;12.89750221;7.494408468;23;3;70.44648862;0;93.97112807;58.09029277;0;110.7295137;9848;38.20865415;5;9880.54194;45.67137611
04/02/2020;116.4508982;60.88476332;51.46346846;39.70648298;26.52791358;0.701186518;37.70085819;31.42247189;35.29386791;5.622159471;5.877789918;30;3;83.93057018;0;26.82482149;65.92486304;0;144.459043;4744;92.08319044;9;8529.003831;67.17277114
05/02/2020;75.583127;66.70308751;81.38674323;43.95307253;16.4334455;1.366658254;27.16945979;29.95529712;74.61443807;14.89247692;0.382910925;19;7;84.06706355;0;77.62223717;85.3833482;0;92.45921088;1913;74.39012763;11;151.6127338;37.73375414
06/02/2020;104.1772719;54.86176199;97.25086969;40.33023307;18.69027497;1.013027023;20.14505049;31.94887648;23.35857628;10.20752054;2.131449882;21;4;67.83101067;0;41.79342612;80.12856166;0;74.01249966;8521;37.29440518;14;5794.529951;37.06027848
07/02/2020;60.80659752;62.55695656;46.10053123;53.46941244;8.319651975;0.599292543;34.63438916;24.20876814;39.95406027;6.359980475;0.78763574;16;3;77.30187095;0;66.44326619;56.81928718;0;88.44980006;2637;32.50492646;10;4592.543513;28.32030097
08/02/2020;73.43627902;45.55901152;96.40464797;47.74022774;28.67381397;0.66054841;37.43014028;22.5194301;63.65668358;10.16006963;1.066877624;21;5;81.54604118;0;74.30160701;99.4024349;0;55.70588041;2624;92.11945666;15;7706.823524;26.38519768
09/02/2020;103.9372247;56.9008308;96.34612407;39.92519203;14.64765878;1.004735432;26.49537082;25.4201088;73.42252973;7.825200488;0.154054936;20;5;77.20443357;0;29.49736493;96.88945617;0;139.8837317;8091;88.88438625;4;2601.936501;13.01651304
10/02/2020;114.7693316;69.15324254;99.08170204;42.16689097;21.63455432;0.878661314;35.76488439;24.57781607;20.72794322;1.674623573;4.21164979;22;4;85.6687989;0;78.73975954;61.20586421;0;53.34229259;1225;60.40874778;8;2513.064309;26.27419627
11/02/2020;103.4273656;62.35459441;104.3696043;42.95665551;19.49296085;0.606126107;11.71932404;21.73631857;42.83460293;11.93797957;1.786516318;14;6;85.28795404;1;10.51113352;93.75602816;0;50.09723129;5145;35.75875865;11;3235.40648;44.59258853
12/02/2020;97.68703435;51.20203096;124.0402785;44.03299604;19.50999517;0.491788216;19.43522968;22.23188343;35.0041892;8.465633704;8.556965205;22;3;82.11714782;0;98.67248478;63.35846514;0;111.41333;5655;79.2334427;13;2537.009819;10.48689122
13/02/2020;93.97792609;63.36324606;72.87815903;21.74342004;24.04930992;0.745984202;40.33927144;23.16813576;89.9146284;11.93768337;7.500375375;24;3;89.1767046;0;33.7024985;78.18695652;0;65.39920777;3126;66.37335654;11;317.1840943;17.08698856
14/02/2020;70.42956019;70.71914686;82.1914316;36.98473704;28.3563123;1.058142702;28.21064581;19.14998157;66.96875627;2.323679106;5.731769948;18;8;79.96297035;1;22.38027653;89.10255017;0;79.60762914;8873;56.46703707;10;6319.089954;60.89649625
15/02/2020;85.60311583;29.25088082;71.67123134;25.15560932;21.25746835;0.998079774;15.10229339;28.38981645;48.3970017;8.075357352;4.890213454;25;3;81.13320407;0;13.86540457;67.20401005;1;99.09840259;6974;73.85545174;8;6166.252475;10.933042
16/02/2020;90.78722458;77.38611097;80.0395369;52.78280947;23.27539009;0.849628613;24.40907056;24.73851431;25.29568214;11.49936408;2.558686406;27;8;82.82648032;0;81.21821253;77.75736967;0;129.2117115;2580;13.44660633;7;8532.662145;20.68378467
17/02/2020;121.1424445;54.95617892;110.6574671;39.3915048;21.64445768;1.060566158;22.61279622;23.45810765;61.90691803;14.82456851;4.749514659;30;4;69.01696827;1;58.58903734;72.51768041;0;88.7510647;4873;93.01484688;10;7007.694129;5.247138006
18/02/2020;106.8723658;66.382349;53.09971032;38.0665905;25.08765712;1.312008016;28.67230615;19.4482292;64.91910297;13.26595915;6.412292759;28;7;85.80189894;0;95.1670297;88.00993083;0;145.7107271;9100;97.29208341;7;6444.596284;51.72217549
19/02/2020;64.73919689;77.95870385;62.77900656;48.96797332;17.6854181;1.118237953;27.03399213;19.19813511;77.14841493;12.96524441;7.822288602;13;3;73.8672132;0;64.76783905;73.93378527;0;95.31967465;2978;35.44492023;11;2397.725873;60.30470111
20/02/2020;106.4816794;39.42489454;107.5436187;44.22324797;25.37695277;0.963607399;31.43145383;34.67957025;40.2003797;3.711902072;0.816820663;25;3;77.86966303;0;34.05929847;78.34555989;0;141.9989308;7590;94.68001316;10;7427.292802;62.16981799
21/02/2020;92.29835439;49.35838496;100.4007301;28.71365486;25.55249933;1.278421602;29.44427159;21.86371269;88.69996563;12.56976903;7.084646887;19;3;85.46817361;1;83.6412534;92.2778849;0;95.2330173;6761;79.58311589;10;8568.24537;63.51293728
22/02/2020;86.46155999;55.67176956;72.73736706;39.29094637;25.41268504;0.712044909;40.87791404;28.05264197;50.76260175;2.539219163;7.427298768;20;7;84.4678969;0;28.12350412;84.93227688;0;101.6149246;7949;94.10298583;10;4494.681735;31.23600092
23/02/2020;112.2335258;48.24369718;97.08804002;36.64833027;16.69926066;0.932524138;33.3963888;25.81317235;40.71606283;2.971614968;5.589722009;22;7;65.7896708;0;29.08406854;76.37516377;0;145.8076735;5952;91.7458325;9;5451.000216;41.36795476
24/02/2020;120.6199904;86.02404864;86.82431685;22.55467111;19.15831183;0.939673619;33.66137289;11.12405769;44.39145338;1.651751156;2.143191957;13;3;65.88087699;1;2.828008936;73.0645798;0;117.490138;6099;20.09019049;11;7864.932571;49.05377853
25/02/2020;118.6256024;47.14841859;110.0054922;33.09723767;21.19733494;0.628914022;39.32125699;33.96225412;56.37102371;12.86394796;5.391845875;26;0;70.03883129;0;25.20226891;56.3382826;0;64.93721789;4911;26.00261138;6;4709.650464;64.45165272
26/02/2020;83.21564954;51.66679831;81.49019188;38.16459678;13.14578978;0.874037751;26.88985;28.42041989;85.56910952;1.623817447;5.027048818;18;3;82.01211591;0;26.14342183;52.81832415;1;109.8553573;1540;26.05940693;13;6698.489212;56.76912366
27/02/2020;93.81575248;63.06583547;100.5126423;38.85049069;27.97460104;0.377512096;19.90498045;21.16164923;71.46111585;2.071672196;4.757100964;25;5;93.06567234;0;29.75215076;97.63877133;0;72.52216361;6188;9.429726625;11;2226.761638;36.79062907
28/02/2020;106.6252686;41.96775711;132.8402382;25.17768576;19.93861733;1.573653414;39.6557626;24.85816748;60.39767546;3.688307251;4.606399155;14;2;75.18357036;0;36.86285994;59.32632813;0;80.96674448;5875;39.7687932;10;5884.102483;38.13167383
29/02/2020;119.5109025;54.06478932;91.9619831;51.51665583;21.41963944;0.718775863;31.08673398;19.25408316;31.39672716;8.589936137;1.108255663;17;7;70.58471549;0;57.66739828;63.84358537;0;133.815012;8503;36.26218269;9;468.0594966;26.86012259
01/03/2020;90.41651524;64.76179892;80.98656332;38.97896941;17.1149778;1.475834239;31.11480966;34.13110239;30.45473176;13.20270278;1.828924849;18;6;70.629772;0;21.63910201;80.54742684;0;118.2145034;1340;34.39616565;9;2168.820461;5.75787648
02/03/2020;96.28682047;55.00709393;94.4489397;40.37553077;13.3656122;1.011425352;24.93336063;20.46171146;55.15378397;6.273422329;0.973320885;23;5;84.37152466;0;63.6761017;91.39628591;0;78.68787669;2700;34.89451018;13;9216.642286;14.3843281
03/03/2020;77.87330052;58.59919712;72.69438284;44.00641638;16.97985057;1.16945924;25.06515734;22.38458002;71.00960932;8.194289238;2.424778277;21;4;90.75180204;0;13.33150593;91.65709838;0;50.46886462;2721;6.207065094;8;5992.655092;26.55670329
04/03/2020;76.07586752;52.06001831;127.7593541;32.11923746;21.09602094;0.85336006;36.77377871;21.35219461;72.57085209;2.497340999;2.634767827;18;9;90.17753503;0;93.0910898;91.48237088;1;103.118133;2393;18.59752242;15;4609.532451;44.3835739
05/03/2020;116.2505164;37.28294536;83.60142075;44.56355973;23.36714406;1.062378908;37.87724639;25.401897;35.81400687;3.989187838;2.450758615;28;6;73.25070476;0;2.611023549;98.90440038;0;75.01712474;6595;29.59087475;11;5267.526417;51.41213979
06/03/2020;127.1248006;64.82389817;74.5413336;36.32925354;20.8089577;1.195146892;36.27058725;31.8515825;27.0069659;2.008886437;2.109290682;23;4;64.82583885;0;90.8197889;52.78515234;0;52.83122066;8393;88.89776814;9;100.2905647;62.91615404
07/03/2020;98.55979757;86.32399607;63.2862199;31.03414459;21.73362008;1.199365724;36.34369284;33.94687225;46.91226925;6.148782673;7.354220455;23;5;80.83743614;0;54.72002596;69.99240991;0;56.32814326;7535;92.65293224;12;4650.034403;41.04360679
08/03/2020;120.070658;60.27602446;101.9444038;45.73447493;18.31486813;1.232432017;34.5522363;23.00501928;84.27207803;8.85503488;8.185653996;16;10;94.81833578;0;71.00453452;95.6793873;0;117.3250163;3413;28.52094808;13;1525.426594;30.61914068
09/03/2020;107.2327205;63.37896176;97.34374826;54.91673859;22.48124283;0.889500187;31.05218184;26.89129491;58.17570769;4.260292951;3.271092166;16;4;84.31885496;0;29.83427309;73.36689088;0;91.42844297;2374;69.41588559;4;8595.516837;49.94108699
10/03/2020;87.09760491;70.39084133;70.05291257;47.24829373;27.41416433;0.855892098;28.59696253;25.40952706;42.40698368;12.68993783;3.051288917;20;3;66.42381631;0;17.37987849;93.56483117;0;76.24776175;4906;85.06221491;12;4193.889797;30.47099564
11/03/2020;107.2279121;40.96004255;91.5290269;49.22977565;23.52394721;0.521747102;39.6825908;20.09195368;42.65463678;14.71857527;8.440323498;21;7;79.32800225;0;94.72947088;50.88282253;0;137.9700232;6306;50.61751753;7;2396.887934;12.0510879
12/03/2020;130.7607313;85.53771987;49.82888064;34.79369393;24.04770944;1.156965703;27.01023304;37.11277787;29.24609317;1.802322785;6.239239017;25;10;69.90342106;0;44.10038177;75.21839093;0;132.5086121;5014;75.55435669;12;5167.30821;5.267346879
13/03/2020;99.28347922;63.03493195;83.6994115;24.02380271;21.470082;1.324713613;32.95983371;31.81379781;53.12566153;0.26790084;2.934383248;19;5;83.29895433;0;48.05129014;96.1226108;0;96.61893509;5436;97.5866798;9;3720.607618;51.04568244
14/03/2020;131.2928731;84.47785349;89.05512704;54.90137522;12.48422465;1.484794504;23.56789602;25.94557925;75.3953875;11.84665361;7.136122926;21;3;79.57040364;0;98.56784043;63.06414429;0;77.55874476;8967;16.2214123;6;4654.439366;63.4411294
15/03/2020;47.60509792;49.00450507;114.1465962;60.54514889;14.77666735;1.09155179;24.72560771;32.90938047;87.79910841;2.859640167;3.445928102;18;3;77.27324917;0;33.6068799;96.48291549;0;100.717597;3745;7.041901597;10;7284.934912;49.07510832
16/03/2020;116.4380501;87.27092884;64.58362395;55.42806774;22.274379;0.770056068;28.11076346;31.06053356;55.11165;5.29719889;5.865556143;24;5;73.69250483;1;10.0191602;50.42386436;0;125.2927088;9816;64.00233982;12;5141.366923;6.791075623
17/03/2020;101.7409414;71.62733241;54.43294742;36.64214061;19.94530474;0.490871157;23.56849299;25.40930671;31.70504411;5.913468274;9.9263403;17;8;84.26001753;0;58.69142229;53.94637689;0;51.07441848;2548;50.848174;12;9158.044084;19.26045592
18/03/2020;94.01985299;68.29560129;62.09144078;28.45365661;22.19921443;1.31250002;36.3828146;26.62981803;67.80652799;13.74899083;3.015943752;19;5;91.9399153;0;55.4807581;73.84123113;1;111.2566136;4585;29.66036524;5;2642.574981;66.51394764
19/03/2020;101.8352155;63.51036682;53.26862999;29.34317302;28.38211709;0.46111703;19.21572599;32.56063071;72.97539399;9.882573236;9.305260007;31;3;96.18211485;0;77.31043679;55.31898042;0;121.0127472;1240;91.65868825;15;3328.039541;51.13030303
20/03/2020;60.24862171;56.27207073;106.7331472;23.16267432;23.63018;0.897818777;30.79383699;20.26923209;25.01898246;0.609142355;3.206524143;20;4;84.13369681;0;95.50780955;61.27986578;1;131.6795537;8615;84.58281341;14;7797.703188;52.93489828
21/03/2020;95.60656224;78.00797488;110.9727859;38.92621382;26.29443103;0.932707952;31.06006477;33.36845349;79.50973907;0.222153611;5.402867044;19;4;92.70605548;1;30.76743767;64.87625107;1;71.66146567;2600;26.44013477;17;7855.541361;57.41107613
22/03/2020;107.1422514;62.10539805;86.40433156;56.05677958;20.47340695;0.979163459;15.51360337;23.8744372;78.0525673;2.993521463;4.599837896;23;6;69.88780947;0;72.17964475;74.07480047;0;70.3437753;5710;77.4193371;11;9768.271055;64.3181076
23/03/2020;129.5578809;30.49395445;104.4258989;38.58337368;15.96392161;1.01074078;26.47180944;32.62338371;53.07787378;4.772579113;7.831595623;16;4;76.64768143;0;43.45030729;69.52568177;0;71.57264398;7772;82.84045148;13;6321.088017;33.54820654
24/03/2020;89.63459563;43.24220307;82.67916761;43.023229;19.7106692;1.041444267;32.0455963;24.97386701;59.2295763;7.267857511;0.610926995;21;5;70.41539515;1;78.37727896;96.10738193;0;143.1431902;7286;32.53294912;12;5780.95322;32.95921011
25/03/2020;83.83012794;57.21231372;78.09776705;53.75596964;15.97624093;0.275391021;33.42982395;26.68803111;69.93856446;12.56759118;6.271223041;22;6;75.11539601;0;16.42769626;94.30073307;0;64.097658;2203;9.914924663;13;5929.594103;6.501125255
26/03/2020;89.96485913;64.64998475;73.33924762;35.95904688;27.79147478;1.004396773;28.36554233;24.82845822;67.37236875;4.722266341;7.606669443;17;5;69.74273871;0;50.08564172;87.40354456;0;126.464493;4398;85.04184464;13;3677.097484;65.91519392
27/03/2020;118.3080424;59.15117267;73.79218017;60.35531457;23.95195538;0.331127328;35.41510564;22.34078189;21.15751847;5.648058289;4.721448514;28;7;96.28708256;0;7.718692787;82.96541555;0;148.6750441;9291;9.678826714;12;3911.091921;13.48324215
28/03/2020;106.5750222;78.28456185;49.04396887;59.92094407;22.60256248;1.219665422;29.12546994;23.64972551;28.57047127;4.94006895;1.052926065;28;6;76.27217929;0;56.11745292;60.21705301;0;144.6285794;2194;47.8607966;9;2870.550558;34.29349355
29/03/2020;89.40479592;30.73347204;85.28509527;38.68888661;26.17971601;0.833462453;30.1092233;31.89555702;31.3813389;0.13448004;2.448050135;14;6;78.58590196;1;16.89736092;80.09131292;0;90.98916931;6899;19.43649002;11;6009.128047;44.00284338
30/03/2020;110.2653487;62.15381905;79.1933218;34.22465736;9.899717927;0.352888982;32.01323095;13.42918009;72.89731224;14.32802309;6.796723701;16;5;64.54121353;0;96.00450697;57.35313838;0;133.9351318;8372;92.74616634;10;8418.390163;69.59173389
31/03/2020;101.941551;32.73031162;94.90721448;46.97238046;22.94068976;0.755738597;37.41599703;18.80517028;50.8058494;2.084938262;8.954373855;28;3;59.92673339;0;55.43303316;72.63595588;1;117.0140912;2157;10.71196279;6;6371.502808;30.95343592
01/04/2020;119.3728998;71.39568443;81.87046993;36.52475057;13.44677108;0.828977398;24.59425598;21.37264145;58.18518385;4.315012173;4.21608607;18;5;96.99657614;0;52.93745883;73.07618759;0;136.8463199;8997;11.69006794;8;4778.559878;48.46621767
02/04/2020;85.95893812;58.58311928;76.74592597;28.43444783;19.96372151;1.357209885;26.10542502;19.60827604;74.08812058;1.939549531;5.604120351;17;4;77.60984407;0;97.23307237;84.48549783;0;66.11638762;5524;70.1729622;13;729.9268014;66.92420522
03/04/2020;93.44675707;66.29414958;62.5761394;52.81238654;18.44146204;1.058991323;24.64882807;32.54989805;43.86875883;7.358147342;2.283850367;19;3;102.9405212;0;49.84152868;91.75633626;0;126.4936915;9430;20.55557941;15;2551.814967;42.14591619
04/04/2020;92.15783694;47.04175559;81.44306474;52.16447387;23.30868306;1.103333483;27.34241827;31.28838489;72.42231591;13.98249172;4.12213314;23;3;78.4953008;0;67.6726464;66.02511347;0;108.6557091;5853;13.23610952;6;8465.652798;39.73233711
05/04/2020;70.72970104;79.19197397;94.76474462;41.55511604;21.14093644;1.35436649;41.40987406;27.96015905;50.96094922;1.510510764;3.367898078;17;4;67.56090358;0;4.668152898;52.05906381;0;104.0109466;4461;16.81927085;10;4022.485345;42.24738891
06/04/2020;105.9224055;75.62586996;57.13322018;27.37135246;26.72558587;0.971156714;34.58180255;21.81097966;46.40261314;6.613453854;6.55525548;19;5;80.21697221;0;70.83388156;52.34851858;1;122.890005;2866;59.58963417;8;8867.099109;58.16111349
07/04/2020;105.2211054;68.75316455;81.74947507;27.70473749;16.9905142;1.226256388;20.95128204;31.67525933;43.31260848;0.335622687;9.846989517;19;3;80.74024394;0;10.43103738;93.74121441;0;77.30603907;2498;22.26258852;10;2502.787221;7.767162949
08/04/2020;100.1022691;58.0572413;84.66085903;41.07229288;23.54557195;1.205158334;25.19642428;17.05935037;87.54613708;11.56347332;8.13303452;21;4;81.4352584;0;78.02346295;74.31629301;0;57.45915632;5972;37.72384788;10;5799.642448;54.40729664
09/04/2020;95.30825733;68.69785928;65.63870433;35.00128965;20.81111608;0.614059152;32.98213779;35.7099132;74.03813875;9.618392153;1.921645849;28;2;79.30485644;0;87.68458325;62.40062915;0;100.2120939;8874;84.97344772;7;9641.00809;16.19666047
10/04/2020;71.69258516;49.39661148;68.2428739;36.58907068;11.82354865;1.441895073;22.74793775;21.57685101;21.41371585;10.49547996;5.776785933;21;2;64.86403091;0;31.54678686;51.61433637;1;80.21337286;3005;17.56724305;9;5612.811867;54.87076506
11/04/2020;91.58709354;72.83333489;84.61221698;50.21963155;15.40691771;0.573909466;24.19727967;23.68982389;87.01908406;7.085045413;0.664117149;20;2;64.65193138;0;87.81300141;76.4382169;0;75.64054699;5255;82.62773822;6;2168.32144;57.0037152
12/04/2020;93.14570967;84.74221341;57.33157963;47.33179317;19.25060983;1.275209995;40.75967733;22.85328075;74.28077408;13.61449544;2.469154868;20;4;91.63609052;0;48.26367416;56.85473899;0;149.8522363;2304;77.54013288;5;2372.518622;45.70019848
13/04/2020;83.95445462;76.0591584;86.9984743;53.7814268;25.56146225;0.544878089;25.09299497;19.63446293;30.44223001;6.143361763;1.722176761;23;1;99.67071392;0;57.15760812;70.85140336;0;69.78608096;6969;83.11761182;8;1661.098862;33.54272563
14/04/2020;96.77428577;49.05596295;62.09291253;30.09376777;22.31861529;1.180371036;37.63733453;34.62556562;25.34366878;7.711276122;3.355455376;30;6;77.12613257;0;41.09828711;75.80388575;0;73.5576704;5178;34.70173112;9;310.1729902;52.61209119
15/04/2020;108.0810171;65.42125976;101.2570739;36.56808431;14.16249588;1.558574463;40.04258552;28.94447315;41.57358656;10.42933833;6.78813969;34;9;61.70524143;0;47.65421275;61.46001629;0;83.38826451;4951;47.23621902;8;6955.026534;6.238658339
16/04/2020;137.723718;40.60287684;126.7565549;47.58981695;19.29841886;0.936106403;24.13230327;31.07735271;63.69270705;7.808409616;4.993933169;25;7;92.03560883;0;90.8270897;59.94184031;0;99.70020208;6666;70.70059791;7;7852.534539;47.16794852
